id,name,order_number,customer_id,created_at,updated_at,processed_at,closed_at,cancelled_at,financial_status,fulfillment_status,email,subtotal_price,total_discounts,total_tax,total_shipping_price_set_shop_money_amount,total_tip_received,total_price,currency,source_name,landing_site,landing_site_ref,cart_token,note_attributes,client_details_browser_width,client_details_user_agent,browser_ip,test,tags,note,discount_codes,shipping_address_country_code,shipping_address_province_code,billing_address_country_code
5000104,#01104,1104,496,2026-01-10T12:41:00+00:00,2026-01-10T12:41:00+00:00,2026-01-10T12:41:00+00:00,2026-01-17T12:41:00+00:00,,paid,fulfilled,alvarezrobert@example.com,453.15,8.03,35.61,7.95,0.0,488.68,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4ba8,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1437,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000105,#01105,1105,2608,2026-01-10T02:15:00+00:00,2026-01-10T02:15:00+00:00,2026-01-10T02:15:00+00:00,2026-01-17T02:15:00+00:00,,paid,fulfilled,evan57@example.net,51.53,0.73,4.06,9.95,0.0,64.81,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4ba9,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",378,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,FL,US
5000106,#01106,1106,2995,2026-01-10T10:47:00+00:00,2026-01-10T10:47:00+00:00,2026-01-10T10:47:00+00:00,2026-01-17T10:47:00+00:00,,paid,fulfilled,thomasjeffrey@example.net,737.6,7.29,58.43,9.95,0.0,798.69,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4baa,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",362,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],US,TX,US
5000107,#01107,1107,2718,2026-01-10T01:46:00+00:00,2026-01-10T01:46:00+00:00,2026-01-10T01:46:00+00:00,2026-01-17T01:46:00+00:00,,paid,fulfilled,richardsnicole@example.net,233.34,6.73,18.13,0.0,0.0,244.74,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bab,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",356,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000108,#01108,1108,3349,2026-01-10T03:40:00+00:00,2026-01-10T03:40:00+00:00,2026-01-10T03:40:00+00:00,2026-01-17T03:40:00+00:00,,paid,fulfilled,deleonwilliam@example.org,29.82,1.28,2.28,9.95,0.0,40.77,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bac,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",361,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5000109,#01109,1109,2400,2026-01-11T07:55:00+00:00,2026-01-11T07:55:00+00:00,2026-01-11T07:55:00+00:00,2026-01-18T07:55:00+00:00,,paid,fulfilled,dustinbrown@example.org,247.77,4.53,19.46,7.95,0.0,270.65,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bad,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1453,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000110,#01110,1110,3224,2026-01-11T17:18:00+00:00,2026-01-11T17:18:00+00:00,2026-01-11T17:18:00+00:00,2026-01-18T17:18:00+00:00,,paid,fulfilled,josephluis@example.net,145.57,7.18,11.07,7.95,0.0,157.41,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bae,[],769,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000111,#01111,1111,3222,2026-01-11T14:53:00+00:00,2026-01-11T14:53:00+00:00,2026-01-11T14:53:00+00:00,2026-01-18T14:53:00+00:00,,paid,fulfilled,thomastaylor@example.org,421.96,8.26,33.1,9.95,0.0,456.75,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4baf,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1439,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000112,#01112,1112,63,2026-01-11T01:52:00+00:00,2026-01-11T01:52:00+00:00,2026-01-11T01:52:00+00:00,2026-01-18T01:52:00+00:00,,paid,fulfilled,hoganjulie@example.com,52.76,2.58,4.01,7.95,0.0,62.14,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bb0,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",357,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],CA,AB,CA
5000113,#01113,1113,1908,2026-01-11T02:57:00+00:00,2026-01-11T02:57:00+00:00,2026-01-11T02:57:00+00:00,2026-01-18T02:57:00+00:00,,paid,fulfilled,arroyonicholas@example.com,362.7,3.5,28.74,7.95,0.0,395.89,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bb1,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",390,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,FL,US
5000114,#01114,1114,1956,2026-01-11T16:12:00+00:00,2026-01-11T16:12:00+00:00,2026-01-11T16:12:00+00:00,,,partially_refunded,fulfilled,tasha30@example.net,182.84,3.01,14.39,0.0,0.0,194.22,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bb2,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",361,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],US,CA,US
5000115,#01115,1115,2718,2026-01-11T08:46:00+00:00,2026-01-11T08:46:00+00:00,2026-01-11T08:46:00+00:00,2026-01-18T08:46:00+00:00,,paid,fulfilled,richardsnicole@example.net,476.49,7.06,37.55,9.95,0.0,516.93,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bb3,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1454,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000116,#01116,1116,1405,2026-01-11T02:56:00+00:00,2026-01-11T02:56:00+00:00,2026-01-11T02:56:00+00:00,2026-01-18T02:56:00+00:00,,paid,fulfilled,kristen17@example.net,344.59,3.79,27.26,7.95,0.0,376.01,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bb4,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",388,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000117,#01117,1117,615,2026-01-11T22:20:00+00:00,2026-01-11T22:20:00+00:00,2026-01-11T22:20:00+00:00,2026-01-18T22:20:00+00:00,,paid,fulfilled,josephcook@example.net,1040.76,39.41,80.1,0.0,0.0,1081.45,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bb5,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",375,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000118,#01118,1118,1620,2026-01-11T12:01:00+00:00,2026-01-11T12:01:00+00:00,2026-01-11T12:01:00+00:00,2026-01-18T12:01:00+00:00,,paid,fulfilled,woodjuan@example.org,90.55,0.54,7.2,0.0,0.0,97.21,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bb6,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",752,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000119,#01119,1119,615,2026-01-11T10:21:00+00:00,2026-01-11T10:21:00+00:00,2026-01-11T10:21:00+00:00,2026-01-18T10:21:00+00:00,,paid,fulfilled,josephcook@example.net,49.46,0.93,3.88,0.0,0.0,52.41,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bb7,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1429,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000120,#01120,1120,496,2026-01-12T01:28:00+00:00,2026-01-12T01:28:00+00:00,2026-01-12T01:28:00+00:00,2026-01-19T01:28:00+00:00,,paid,fulfilled,alvarezrobert@example.com,508.15,6.44,40.14,14.95,0.0,556.8,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bb8,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",378,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000121,#01121,1121,281,2026-01-12T02:20:00+00:00,2026-01-12T02:20:00+00:00,2026-01-12T02:20:00+00:00,2026-01-19T02:20:00+00:00,,paid,fulfilled,jennifer18@example.org,1185.82,53.33,90.6,9.95,0.0,1233.04,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bb9,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1423,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,AB,CA
5000122,#01122,1122,969,2026-01-12T13:49:00+00:00,2026-01-12T13:49:00+00:00,2026-01-12T13:49:00+00:00,,,refunded,,christian83@example.org,35.05,1.44,2.69,0.0,0.0,36.3,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bba,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",393,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000123,#01123,1123,3140,2026-01-12T11:06:00+00:00,2026-01-12T11:06:00+00:00,2026-01-12T11:06:00+00:00,2026-01-19T11:06:00+00:00,,paid,fulfilled,vwhite@example.com,261.22,6.47,20.38,9.95,0.0,285.08,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bbb,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1446,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,SCT,GB
5000124,#01124,1124,3220,2026-01-12T16:16:00+00:00,2026-01-12T16:16:00+00:00,2026-01-12T16:16:00+00:00,2026-01-19T16:16:00+00:00,,paid,fulfilled,samuelsmall@example.net,452.97,13.14,35.18,0.0,0.0,475.01,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bbc,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,vip,,[],CA,ON,CA
5000125,#01125,1125,2755,2026-01-12T01:46:00+00:00,2026-01-12T01:46:00+00:00,2026-01-12T01:46:00+00:00,2026-01-19T01:46:00+00:00,,paid,fulfilled,karla86@example.net,618.13,21.67,47.71,0.0,0.0,644.17,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c4bbd,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",759,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5000126,#01126,1126,372,2026-01-12T04:25:00+00:00,2026-01-12T04:25:00+00:00,2026-01-12T04:25:00+00:00,2026-01-19T04:25:00+00:00,,paid,fulfilled,gwilliams@example.net,1521.95,44.84,118.17,9.95,0.0,1605.23,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bbe,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1437,Mozilla/5.0 (desktop) Firefox/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000127,#01127,1127,2755,2026-01-12T22:58:00+00:00,2026-01-12T22:58:00+00:00,2026-01-12T22:58:00+00:00,2026-01-19T22:58:00+00:00,,paid,fulfilled,karla86@example.net,439.92,7.56,34.58,7.95,0.0,474.89,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bbf,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",768,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5000128,#01128,1128,2895,2026-01-12T12:04:00+00:00,2026-01-12T12:04:00+00:00,2026-01-12T12:04:00+00:00,2026-01-19T12:04:00+00:00,,paid,fulfilled,mary34@example.net,313.72,10.47,24.26,14.95,0.0,342.46,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bc0,[],1459,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],AU,NSW,AU
5000129,#01129,1129,2400,2026-01-13T05:18:00+00:00,2026-01-13T05:18:00+00:00,2026-01-13T05:18:00+00:00,2026-01-20T05:18:00+00:00,,paid,fulfilled,dustinbrown@example.org,78.76,0.56,6.26,0.0,0.0,84.46,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bc1,[],381,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5000130,#01130,1130,1773,2026-01-13T02:29:00+00:00,2026-01-13T02:29:00+00:00,2026-01-13T02:29:00+00:00,2026-01-20T02:29:00+00:00,,paid,fulfilled,peter12@example.com,373.5,5.29,29.45,7.95,0.0,405.61,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bc2,[],1455,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,vip,,[],US,GA,US
5000131,#01131,1131,3126,2026-01-13T08:13:00+00:00,2026-01-13T08:13:00+00:00,2026-01-13T08:13:00+00:00,2026-01-20T08:13:00+00:00,,paid,fulfilled,robinsonashley@example.org,120.89,3.61,9.38,14.95,0.0,141.61,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bc3,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1451,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5000132,#01132,1132,567,2026-01-13T04:44:00+00:00,2026-01-13T04:44:00+00:00,2026-01-13T04:44:00+00:00,2026-01-20T04:44:00+00:00,,paid,fulfilled,joseph60@example.org,265.92,3.54,20.99,7.95,0.0,291.32,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bc4,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1444,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000133,#01133,1133,3337,2026-01-13T01:00:00+00:00,2026-01-13T01:00:00+00:00,2026-01-13T01:00:00+00:00,2026-01-20T01:00:00+00:00,,paid,fulfilled,johnsantos@example.net,127.17,1.21,10.08,7.95,0.0,143.99,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bc5,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",779,Mozilla/5.0 (tablet) Safari/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000134,#01134,1134,2028,2026-01-13T15:10:00+00:00,2026-01-13T15:10:00+00:00,2026-01-13T15:10:00+00:00,,,partially_refunded,fulfilled,thomascunningham@example.net,347.51,5.96,27.33,7.95,0.0,376.83,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c4bc6,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1431,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5000135,#01135,1135,1554,2026-01-13T13:35:00+00:00,2026-01-13T13:35:00+00:00,2026-01-13T13:35:00+00:00,2026-01-20T13:35:00+00:00,,paid,fulfilled,pughkevin@example.com,326.85,4.39,25.79,7.95,0.0,356.2,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bc7,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1438,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5000136,#01136,1136,1232,2026-01-14T19:25:00+00:00,2026-01-14T19:25:00+00:00,2026-01-14T19:25:00+00:00,2026-01-21T19:25:00+00:00,,paid,fulfilled,donaldjones@example.net,399.17,6.37,31.42,7.95,0.0,432.17,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bc8,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",380,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,WA,US
5000137,#01137,1137,3244,2026-01-14T21:32:00+00:00,2026-01-14T21:32:00+00:00,2026-01-14T21:32:00+00:00,2026-01-21T21:32:00+00:00,,paid,fulfilled,cookkimberly@example.org,1003.46,24.91,78.29,0.0,0.0,1056.84,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bc9,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1435,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,WA,US
5000138,#01138,1138,694,2026-01-14T09:15:00+00:00,2026-01-14T09:15:00+00:00,2026-01-14T09:15:00+00:00,2026-01-21T09:15:00+00:00,,paid,fulfilled,john79@example.net,127.04,1.28,10.06,7.95,0.0,143.77,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bca,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1432,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,vip,,[],US,FL,US
5000139,#01139,1139,305,2026-01-14T23:41:00+00:00,2026-01-14T23:41:00+00:00,2026-01-14T23:41:00+00:00,2026-01-21T23:41:00+00:00,,paid,fulfilled,ryanwayne@example.net,144.4,1.11,11.46,14.95,0.0,169.7,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bcb,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",386,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000140,#01140,1140,2220,2026-01-14T16:15:00+00:00,2026-01-14T16:15:00+00:00,2026-01-14T16:15:00+00:00,2026-01-21T16:15:00+00:00,,paid,fulfilled,gonzalezchristine@example.net,46.48,1.05,3.63,14.95,0.0,64.01,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bcc,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",363,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],AU,QLD,AU
5000141,#01141,1141,1709,2026-01-14T15:32:00+00:00,2026-01-14T15:32:00+00:00,2026-01-14T15:32:00+00:00,2026-01-21T15:32:00+00:00,,paid,fulfilled,heathergarcia@example.net,506.14,10.95,39.61,7.95,0.0,542.75,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bcd,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",388,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000142,#01142,1142,802,2026-01-14T04:36:00+00:00,2026-01-14T04:36:00+00:00,2026-01-14T04:36:00+00:00,2026-01-21T04:36:00+00:00,,paid,fulfilled,krussell@example.com,309.82,6.96,24.23,0.0,0.0,327.09,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bce,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1430,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000143,#01143,1143,2249,2026-01-14T23:44:00+00:00,2026-01-14T23:44:00+00:00,2026-01-14T23:44:00+00:00,2026-01-21T23:44:00+00:00,,paid,fulfilled,anita40@example.net,574.41,5.57,45.5,0.0,0.0,614.34,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bcf,[],1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],AU,VIC,AU
5000144,#01144,1144,902,2026-01-14T16:55:00+00:00,2026-01-14T16:55:00+00:00,2026-01-14T16:55:00+00:00,2026-01-21T16:55:00+00:00,,paid,fulfilled,rguzman@example.net,774.96,16.51,60.68,0.0,0.0,819.13,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bd0,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1446,Mozilla/5.0 (desktop) Firefox/120.0,0.0.0.0,False,,,[],US,WA,US
5000145,#01145,1145,1076,2026-01-15T13:41:00+00:00,2026-01-15T13:41:00+00:00,2026-01-15T13:41:00+00:00,2026-01-22T13:41:00+00:00,,paid,fulfilled,brenda15@example.org,689.75,22.39,53.39,14.95,0.0,735.7,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bd1,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",759,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5000146,#01146,1146,3313,2026-01-15T03:30:00+00:00,2026-01-15T03:30:00+00:00,2026-01-15T03:30:00+00:00,2026-01-22T03:30:00+00:00,,paid,fulfilled,ariasjonathan@example.net,97.55,2.94,7.57,9.95,0.0,112.13,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bd2,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1444,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5000147,#01147,1147,1250,2026-01-15T03:43:00+00:00,2026-01-15T03:43:00+00:00,2026-01-15T03:43:00+00:00,,,partially_refunded,fulfilled,tmccall@example.net,235.62,2.01,18.69,0.0,0.0,252.3,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bd3,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1454,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5000148,#01148,1148,1254,2026-01-15T08:51:00+00:00,2026-01-15T08:51:00+00:00,2026-01-15T08:51:00+00:00,2026-01-22T08:51:00+00:00,,paid,fulfilled,rreyes@example.com,675.7,22.31,52.27,7.95,0.0,713.61,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bd4,[],1456,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000149,#01149,1149,1913,2026-01-15T11:53:00+00:00,2026-01-15T11:53:00+00:00,2026-01-15T11:53:00+00:00,2026-01-22T11:53:00+00:00,,paid,fulfilled,sdaugherty@example.org,60.18,2.59,4.61,0.0,0.0,62.2,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bd5,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",373,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000150,#01150,1150,264,2026-01-15T03:11:00+00:00,2026-01-15T03:11:00+00:00,2026-01-15T03:11:00+00:00,2026-01-22T03:11:00+00:00,,paid,fulfilled,vwilliamson@example.net,321.8,2.65,25.54,9.95,0.0,354.64,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bd6,[],1433,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],CA,AB,CA
5000151,#01151,1151,2400,2026-01-16T13:06:00+00:00,2026-01-16T13:06:00+00:00,2026-01-16T13:06:00+00:00,,,refunded,,dustinbrown@example.org,1555.98,6.94,123.92,9.95,0.0,1682.91,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bd7,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",772,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000152,#01152,1152,1254,2026-01-16T13:08:00+00:00,2026-01-16T13:08:00+00:00,2026-01-16T13:08:00+00:00,,,refunded,,rreyes@example.com,183.8,4.16,14.38,0.0,0.0,194.02,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4bd8,[],1455,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5000153,#01153,1153,969,2026-01-16T13:05:00+00:00,2026-01-16T13:05:00+00:00,2026-01-16T13:05:00+00:00,2026-01-23T13:05:00+00:00,,paid,fulfilled,christian83@example.org,76.53,2.19,5.95,7.95,0.0,88.24,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bd9,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",359,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000154,#01154,1154,2132,2026-01-16T23:32:00+00:00,2026-01-16T23:32:00+00:00,2026-01-16T23:32:00+00:00,2026-01-23T23:32:00+00:00,,paid,fulfilled,michelle41@example.com,385.92,4.28,30.53,9.95,0.0,422.12,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4bda,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",378,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5000155,#01155,1155,1405,2026-01-16T14:36:00+00:00,2026-01-16T14:36:00+00:00,2026-01-16T14:36:00+00:00,2026-01-23T14:36:00+00:00,,paid,fulfilled,kristen17@example.net,304.81,6.84,23.84,7.95,0.0,329.76,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4bdb,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",768,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000156,#01156,1156,105,2026-01-16T22:11:00+00:00,2026-01-16T22:11:00+00:00,2026-01-16T22:11:00+00:00,2026-01-23T22:11:00+00:00,,paid,fulfilled,steven51@example.net,118.83,1.82,9.36,0.0,0.0,126.37,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4bdc,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",361,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,WA,US
